pbid,pos
enrage.01,v
piggyback.01,v
debunk.01,v
mortgage.01,v
appraise.01,v
appraise.02,v
stumble.01,v
come.01,v
come.02,v
come.03,v
come.04,v
come.05,v
come.12,v
come.16,v
come_to_terms.14,m
come_about.06,v
come_in.07,v
come_on.08,v
come_on.25,v
come_on.29,v
come_out.09,v
come_out.10,m
come_up.11,v
come_up.13,v
come_across.15,v
come_across.21,v
come_through.17,v
come_through.18,v
come_along.19,v
come_by.20,v
come_down.22,v
come_down.23,v
come_upon.26,v
come_to.27,v
come_forward.31,v
come_around.32,v
reuse.01,v
paper.01,v
oversleep.01,v
memorialize.01,v
indent.01,v
indent.02,v
advert.01,v
intermix.01,v
decommission.01,v
weave.01,v
weave.02,v
sling.01,v
perambulate.01,v
smash.01,v
smash.02,v
smash_up.03,v
manufacture.01,v
unteach.01,v
endow.01,v
smirk.01,v
squint.01,v
cavort.01,v
prepare.01,v
prepare.02,v
elude.01,v
doublewrap.01,v
pelt.01,v
calculate.01,v
cruise.01,v
cruise.02,v
taper_off.01,v
taper.02,v
toil.01,v
toilsome.02,j
erode.01,v
refix.01,v
bankroll.01,v
distend.01,v
relinquish.01,v
master.01,v
exterminate.01,v
strengthen.01,v
strong.02,j
cradle.01,v
terrify.01,v
uproot.01,v
stow.01,v
investigate.01,v
intend.01,v
intent.02,j
let.01,v
let.05,v
let_on.02,v
let_up.03,v
let_down.04,v
let_out.06,v
hole_up.01,v
requisition.01,v
instruct.01,v
resell.01,v
splutter.01,v
glove.01,v
rattle.01,v
rattle.02,v
rattle_on.03,v
rattle_off.04,v
substantiate.01,v
oxygenate.01,v
perform.01,v
perform.02,v
gab.01,v
sneak.01,v
sneak.02,v
sneaky.03,j
fulfill.01,v
fulfill.02,v
exclaim.01,v
see.01,v
see.02,v
see.03,v
see.04,v
see.05,v
remain_to_be_seen.08,m
deice.01,v
solace.01,v
verbalize.01,v
chariot.01,v
overnight.01,v
overnight.02,v
muse.01,v
commence.01,v
excerpt.01,v
ford.01,v
owe.01,v
surpass.01,v
ejaculate.01,v
ejaculate.02,v
predispose.01,v
disqualify.01,v
tug.01,v
tug.02,v
tug.03,v
realign.01,v
jostle.01,v
subcontract.01,v
auction_off.01,v
auction.02,v
conform.01,v
fray.01,v
ponder.01,v
stop.01,v
stop.03,v
stop.05,v
stop_by.02,v
stop_up.04,v
stop_off.06,v
stop_over.07,v
decrypt.01,v
lactate.01,v
etch.01,v
mock.01,v
sap.01,v
stabilize.01,v
stable.02,v
stable.03,j
responsible.01,j
responsible.02,j
responsible.03,j
sell.01,v
sell_out.02,v
sell_out.03,v
sell_off.04,v
conflict.01,v
preempt.01,v
crosspollinate.01,v
confess.01,v
spiral.01,v
suck.01,v
suck.03,v
suck_up.02,v
suck_up.04,v
suction.05,v
swoosh.01,v
toe.01,v
foliate.01,v
foliate.02,v
network.01,v
concoct.01,v
vend.01,v
imbibe.01,v
charter.01,v
brunch.01,v
bar.01,v
blanket.01,v
duplicate.01,v
stooge.01,v
thwap.01,v
shake.01,v
shake_off.02,v
shake_up.03,v
bluster.01,v
skitter.01,v
sum_up.01,v
refashion.01,v
evade.01,v
jeer.01,v
brilliant.01,j
brilliant.02,j
logroll.01,v
mismanage.01,v
implant.01,v
win.01,v
win_over.02,v
comb.01,v
comb.02,v
resile.01,v
resile.02,v
valet.01,v
abridge.01,v
crucify.01,v
crucify.02,v
acetify.01,v
clad.01,v
roughen.01,v
rough_up.02,v
rough_in.03,v
rough.04,j
rough.05,j
steel.01,v
overcook.01,v
sulfurize.01,v
tote.01,v
impeach.01,v
renown.01,v
wrangle.01,v
hurt.01,v
hurt.02,v
key.01,v
key.02,j
key_in.03,v
award.01,v
baffle.01,v
appease.01,v
plot.01,v
plot_out.02,v
dish.01,v
dish_out.02,v
dish_up.03,v
crouch.01,v
poll.01,v
crack.01,v
crack.02,v
crack.05,v
crack.07,n
crack_up.03,v
crack_up.04,v
crack_down.06,v
prickle.01,v
prickle.02,v
transgress.01,v
flare_up.01,v
flare.02,v
flare.03,v
drive.01,v
drive.02,v
drive.03,n
drive.04,n
quiz.01,v
sign.01,v
sign.02,v
sign_up.03,v
sign_on.04,v
sign_off.05,v
sign_in.06,v
signal.07,v
neck.01,v
ally.01,v
depopulate.01,v
cuddle.01,v
cuddly.02,j
idealize.01,v
deduce.01,v
dispense.01,v
dispense.02,v
degerm.01,v
whiff.01,v
whiff.02,v
whiff.03,v
whiff.04,v
whiff.05,v
whiff.06,v
enthuse.01,v
enthuse.02,v
enthusiastic.03,j
cut.01,v
cut.02,v
cut_off.04,v
cut_back.05,v
cut_out.06,v
cut_out.09,v
cut_up.08,v
cut_up.10,v
cut_down.11,v
cut_it.19,m
cut_slack.21,m
cut_and_run.24,m
mime.01,v
confederate.01,v
debilitate.01,v
overstay.01,v
overstock.01,v
repress.01,v
salute.01,v
terrible.01,j
terrible.02,j
terrible.03,j
answer.01,v
answerable.02,j
insulate.01,v
insulate.02,v
poster.01,v
soar.01,v
soar.02,v
scurry.01,v
lurch.01,v
glisten.01,v
reproach.01,v
aggrieve.01,v
unstitch.01,v
eye.01,v
keep_eye_out.02,m
have_eye_on.05,m
flesh_out.01,v
resent.01,v
widen.01,v
wide.02,j
motion.01,v
adapt.01,v
scruple.01,v
inspire.01,v
inspire.02,v
faze.01,v
kill.01,v
kill.03,v
kill.04,v
kill_off.02,v
nice.01,j
ham_up.01,v
smuggle.01,v
hype.01,v
hype_up.02,v
empty.01,v
empty.02,j
attain.01,v
incumbency.01,n
incumbency.02,n
incumbency.03,n
stimulate.01,v
ward_off.01,v
mug.01,v
engage.01,v
engagement.02,n
personalize.01,v
personal.02,j
specialize.01,v
special.02,j
talk.01,v
talk.02,v
talk_out.03,v
shampoo.01,v
clench.01,v
retrograde.01,v
caption.01,v
file.01,v
file.03,v
exult.01,v
idle.01,v
blare.01,v
shoplift.01,v
last.01,v
last.03,v
last.04,v
override.01,v
live.01,v
live.02,v
live_down.06,v
live_on.03,v
live_up.04,v
live_out.05,v
livable.07,j
blunder.01,v
blunder.02,v
mortify.01,v
mortify.02,v
thicken.01,v
thick.02,j
thick.03,j
thick.04,j
thick.05,j
leash.01,v
spray.01,v
rot.01,v
turn.01,v
turn.02,v
turn.03,v
turn.14,v
turn.16,v
turn.18,v
turn_away.04,v
turn_down.05,v
turn_in.06,v
turn_in.22,v
turn_on.13,v
turn_off.07,v
turn_off.08,v
turn_out.09,v
turn_out.10,v
turn_out.11,v
turn_out.17,v
turn_over.12,v
turn_up.15,v
turn_around.23,v
resist.01,v
baste.01,v
baste.02,v
baste.03,v
videotape.01,v
sheathe.01,v
table.01,v
table.02,v
persecute.01,v
fumble.01,v
proficient.01,j
dissatisfy.01,v
leverage.01,v
hydrogenate.01,v
schedule.01,v
depressurize.01,v
register.01,v
register.02,v
reward.01,v
cold.01,j
cold.02,j
cold.03,j
degut.01,v
scheme.01,v
chuck.01,v
decompose.01,v
embarrass.01,v
can.01,v
can.02,v
chop.01,v
chop_down.02,v
chop_up.03,v
pocket.01,v
line_pocket.02,m
in_pocket.03,x
out_of_pocket.04,m
out_of_pocket.05,m
unearth.01,v
outline.01,v
hightail.01,v
ratchet_up.01,v
base.01,v
base.02,v
save.01,v
save.02,v
save.03,v
save_up.04,v
clank.01,v
clank.02,v
refile.01,v
refile.02,v
corral.01,v
mob.02,v
strategize.01,v
resurrect.01,v
crumple.01,v
denote.01,v
sublet.01,v
pummel.01,v
spy.01,v
relive.01,v
decapitate.01,v
return.01,v
return.02,v
return.03,v
return.04,v
return.05,n
return.06,n
marvel.01,v
marvel.02,v
pasture.01,v
supplant.01,v
sniffle.01,v
hedge.01,v
reinvent.01,v
interrelate.01,v
litigate.01,v
succor.01,v
extricate.01,v
reprint.01,v
zing.01,v
resign.01,v
resign.02,v
resign.03,v
shellac.01,v
worsen.01,v
bad.02,j
bad.03,j
bad.04,j
bad.05,j
bad.07,j
bad_off.06,j
snore.01,v
amuse.01,v
bank.01,v
bank.02,v
bank.04,v
bank_up.03,v
desecrate.01,v
assault.01,v
corrode.01,v
pine.01,v
pine_away.02,v
impoverish.01,v
defarnesylate.01,v
restrict.01,v
blossom.01,v
supinate.01,v
upholster.01,v
fuck.01,v
fuck_up.02,v
fuck_off.03,v
fuck_around.04,v
knight.01,v
overprice.01,v
obscure.01,v
obscure.02,j
host.01,v
meander.01,v
outmatch.01,v
labor.01,v
labor.02,v
labor.03,v
coactivate.01,v
sting.01,v
sting.02,n
beware.01,v
dehorn.01,v
readjust.01,v
nourish.01,v
paraphrase.01,v
denigrate.01,v
weight.01,v
dodder.01,v
hospitalize.01,v
rape.01,v
warm.01,v
warm.03,v
warm.06,j
warm.07,j
warm_up.02,v
warm_up.05,v
warm_over.04,v
translate.01,v
translate.02,v
liquefy.01,v
persist.01,v
catholicize.01,v
circumscribe.01,v
nibble.01,v
babysit.01,v
scrub.01,v
scrub_up.02,v
sample.01,v
socialize.01,v
socialize.02,v
social.03,j
poison.01,v
poison.02,v
poisonous.03,j
shuck.01,v
growl.01,v
confabulate.01,v
confabulate.02,v
neigh.01,v
fill.01,v
fill.06,v
fill_up.02,v
fill_out.03,v
fill_out.04,v
fill_in.05,v
fill_in.07,v
fill_in.08,v
full.09,j
full.10,j
bring.01,v
bring_up.02,v
bring_up.07,v
bring_up.08,v
bring_down.03,v
bring_along.04,v
bring_about.05,v
bring_on.06,v
anger.01,v
dispute.01,v
bask.01,v
shell.01,v
shell.02,v
shell_out.03,v
shiver.01,v
adjourn.01,v
adjourn.02,v
patient.01,j
americanize.01,v
absent.01,v
gutter.01,v
revere.01,v
lichenify.101,v
accompany.01,v
describe.01,v
skillful.01,j
endear.01,v
extend.01,v
extend.02,v
extensive.03,j
sashay.01,v
titrate.01,v
display.01,v
shirr.01,v
geranylgeranylate.01,v
overspread.01,v
heckle.01,v
weekend.01,v
encase.01,v
herd.01,v
sliver.01,v
seethe.01,v
hover.01,v
hate.01,v
lengthen.01,v
long.02,v
long.03,j
toughen.01,v
tough.02,j
tough.03,j
tough.04,j
distress.01,v
languish.01,v
languish.02,v
boggle.01,v
contemporize.01,v
consign.01,v
plump.01,v
subdivide.01,v
gratify.01,v
chill.01,v
chill.02,v
chill.03,j
chilly.04,j
canoe.01,v
demonize.01,v
purport.01,v
diminish.01,v
admire.01,v
admirable.02,j
globetrot.01,v
serrate.01,v
deepfry.01,v
sunder.01,v
affiliate.01,v
pink.01,v
pink.02,v
pink.03,v
pink.04,j
cull.01,v
brighten.01,v
bright.02,j
bright.03,j
dyke.01,v
stoke.01,v
stoked.02,j
homodimerize.01,v
hang.01,v
hang.02,v
hang_on.04,v
hang_on.05,v
hang_up.03,v
hang_out.06,v
fund.01,v
extort.01,v
destarch.01,v
coast.01,v
bisect.01,v
degrit.01,v
riddle.01,v
misquote.01,v
crossexamine.01,v
snipe.01,v
outsource.01,v
vaporize.01,v
grok.01,v
whelk.01,v
dam.01,v
reconstruct.01,v
decant.01,v
pretreat.01,v
quit.01,v
induce.01,v
induct.02,v
wholesale.01,v
dare.01,v
overpower.01,v
leaf.01,v
leaf.02,v
increase.01,v
retrench.01,v
trespass.01,v
ply.01,v
ply.02,v
ply.03,v
cox.01,v
telex.01,v
interlink.01,v
lignify.01,v
advance.01,v
advanced.02,j
in_advance.04,x
ogle.01,v
televise.01,v
outsmart.01,v
wing.01,v
wing.02,v
tattoo.01,v
pursue.01,v
buttress.01,v
lacerate.01,v
stridulate.01,v
opposite.01,j
predate.01,v
predate.02,v
predate.03,v
conducive.01,j
partial.01,j
compress.01,v
resupply.01,v
resupply.02,v
pervade.01,v
ooze.01,v
refund.01,v
hear.01,v
hearing.02,n
swivel.01,v
fizzle.01,v
stoop.01,v
aspire.01,v
aspirate.101,v
aspirate.102,v
school.01,v
score.01,v
score.02,v
flout.01,v
snuffle.01,v
snuffle.02,v
snuffle.03,v
restate.01,v
restate.02,v
while_away.01,v
tighten.01,v
tighten_up.02,v
tight.03,j
tight.04,j
tight.05,j
author.01,v
competent.01,j
whittle.01,v
whittle_down.02,v
deafen.01,v
deaf.02,j
scrimp.01,v
enjoin.01,v
rectify.01,v
nick.01,v
nick.02,v
nurture.01,v
cheerlead.01,v
coal.01,v
coal.02,v
consent.01,v
consensual.02,j
wrack.01,v
chaperone.01,v
bewitch.01,v
assert.01,v
assert.02,v
assert.03,v
cascade.01,v
recline.01,v
misappropriate.01,v
war.01,v
be.02,v
be_like.04,m
be_all.05,m
be_it.06,m
be_it.07,m
be_it.08,m
be_it.09,m
grace.01,v
gracious.02,j
dispirit.01,v
out.01,v
out.02,j
out.03,j
out.04,j
out.05,j
out.06,j
outing.07,n
refill.01,v
refill.02,v
busy.01,j
busy.02,j
redress.01,v
skate.01,v
consist.01,v
grimace.01,v
bottlefeed.01,v
cuff.01,v
preach.01,v
necessitate.01,v
scar.01,v
hail.01,v
hail.02,v
hail.04,v
hail.05,v
hail_down.03,v
oversimplify.01,v
denude.01,v
prop_up.01,v
bin.01,v
swag.01,v
swag.02,v
shed.01,v
shed.02,v
invigorate.01,v
integrate.01,v
specify.01,v
specific.02,j
aftermath.01,n
level.01,v
level.03,v
level.04,j
level_off.02,v
scatter.01,v
split.01,v
split.02,v
split_up.03,v
scoop.01,v
scoop_up.02,v
saturate.01,v
store.01,v
store_up.02,v
hound.01,v
crease.01,v
incriminate.01,v
defray.01,v
gasify.01,v
side.01,v
side.02,v
unhook.01,v
faint.01,v
syncopate.01,v
contend.01,v
contend.02,v
exhume.01,v
coldcream.01,v
exalt.01,v
bloom.01,v
tarmac.01,v
mop.01,v
preoccupy.01,v
model.01,v
model.02,v
redraw.01,v
remove.01,v
infest.01,v
chortle.01,v
chortle.02,v
recreate.01,v
recreation.02,n
molest.01,v
lust.01,v
plate.01,v
soulsearch.01,v
suffuse.01,v
embark.01,v
scour.01,v
scour.02,v
monkey_around.01,v
notch.01,v
notch.02,v
maintain.01,v
tussle.01,v
gossip.01,v
careen.01,v
clock.01,v
clock.02,v
commission.01,v
ticket.01,v
ticket.02,v
whelp.01,v
fight.01,v
fight_back.04,v
fight_off.02,v
fight_on.03,v
recommit.01,v
reignite.01,v
regrow.01,v
oversee.01,v
oversight.02,n
helicopter.01,v
drum.02,v
drum_up.01,v
snitch.01,v
snitch.02,v
encircle.01,v
blindfold.01,v
synthesize.01,v
brook.01,v
hyperphosphorylate.01,v
disallow.01,v
oar.01,v
diffuse.01,v
cream.01,v
cream.02,v
recalculate.01,v
represent.01,v
representation.02,n
contort.01,v
blabber.01,v
impair.01,v
experiment.01,v
respire.01,v
recur.01,v
junket.01,v
junket.02,v
understand.01,v
revive.01,v
color.01,v
color_in.02,v
burgeon.01,v
hobnob.01,v
hobnob_around.02,v
cosset.01,v
overdo.01,v
cater.01,v
curse.01,v
curse.02,n
neutralize.01,v
neutral.02,j
overlook.01,v
overlook.02,v
enumerate.01,v
liberate.01,v
lubricate.01,v
sightsee.01,v
botch.01,v
notify.01,v
brim.01,v
unblock.01,v
deflower.01,v
allocate.01,v
graze.01,v
broker.01,v
carbonize.01,v
pad.01,v
curtain.01,v
complete.01,v
complete.02,j
unfold.01,v
unfold.02,v
spiritualize.01,v
grow.01,v
grow.02,v
grow.03,v
grow_up.04,v
grown.05,j
sip.01,v
attune.01,v
disencumber.01,v
clasp.01,v
diagnose.01,v
sever.01,v
resummon.01,v
patent.01,v
patent.02,j
relocate.01,v
counterchallenge.01,v
spare.01,v
spare.02,v
cordon.01,v
bunk.02,v
sugar.01,v
except.01,v
except.02,v
pollute.01,v
slit.01,v
atomize.01,v
backfire.01,v
punish.01,v
punishable.02,j
trash.01,v
squelch.01,v
decimate.01,v
blather.01,v
ramp_up.01,v
transfuse.101,v
wonder.01,v
wonder.02,v
wonderful.03,j
wonderful.04,j
wonderful.05,j
transact.01,v
torture.01,v
levy.01,v
rival.01,v
lade.01,v
immerse.01,v
nominate.01,v
count.01,v
count.02,v
count.03,v
count.04,v
bottleneck.01,v
don.01,v
sleep.01,v
sleep.02,v
sleep_away.03,v
sleep_off.04,v
sleep_over.05,v
sleepy.06,j
upset.01,v
upset.02,v
insinuate.01,v
stanch.01,v
reside.01,v
hem.01,v
hem_in.02,v
treat.01,v
treat.02,v
treat.03,v
treat.04,v
treat.05,v
deepen.01,v
deep.03,j
deep.04,j
deep.05,j
formalize.01,v
inform.01,v
inform.02,v
compete.01,v
compete.02,v
purchase.01,v
bemoan.01,v
mow.01,v
admit.01,v
admit.02,v
oxidize.01,v
draw.01,v
draw.02,v
draw.05,v
draw_up.03,v
draw_up.04,v
goad.01,v
clunk.01,v
move.01,v
move.02,v
move.03,v
move.04,v
move.05,v
movement.07,n
craze.01,v
crazy.02,j
crazy.03,j
deaminate.01,v
vitrify.01,v
chug.01,v
chug.02,v
chug.03,v
dizzy.01,v
dizzy.02,j
hinge.01,v
toot.01,v
truncheon.01,v
jab.01,v
jab.02,v
occur.01,v
palm_off.01,v
cohabit.01,v
prolong.01,v
scan.01,v
scan.02,v
shift.01,v
underutilize.01,v
foretell.01,v
hijack.01,v
repay.01,v
smother.01,v
beep.01,v
beep.02,v
savvy.01,v
wipe.01,v
wipe_out.02,v
wipe_off.03,v
wipe_up.04,v
intervene.01,v
vote.01,v
vote.02,v
vote_down.03,v
fluster.01,v
flood.01,v
whack.01,v
whack_off.02,v
trade.01,v
out_trade.02,v
trade_off.03,v
foment.01,v
maneuver.01,v
moult.01,v
spearhead.01,v
expel.01,v
headline.01,v
dicker.01,v
tick.01,v
tick.04,v
tick.05,v
tick_off.02,v
tick_off.03,v
shrink.01,v
pigeonhole.01,v
declassify.01,v
sully.01,v
concrete_over.01,v
concrete.02,j
spark.01,v
backpedal.01,v
chat.01,v
underwrite.01,v
engross.01,v
peruse.01,v
laugh.01,v
laugh.02,v
laughable.03,j
truss.01,v
assay.01,v
feed.01,v
feed.02,v
portion.01,v
exacerbate.01,v
rail.01,v
call.01,v
call.02,v
call.03,v
call.07,v
call.10,v
call.11,v
call.13,v
call.14,v
call.16,v
call_up.08,v
call_in.04,v
call_on.05,v
call_off.06,v
call_upon.12,v
call_out.15,v
exercise.01,v
exercise.02,v
blemish.01,v
face.01,v
face_off.02,v
aboutface.03,n
spout.01,v
spout_off.02,v
work.01,v
work.06,v
work.07,v
work.08,v
work.09,v
work.10,v
work.11,n
work.12,n
work.13,n
work_out.02,v
work_out.03,v
work_out.05,v
work_up.04,v
work_up.101,v
dent.01,v
encapsulate.01,v
honeycomb.01,v
waggle.01,v
collect.01,v
copyright.01,v
presume.01,v
presumptuous.02,j
zig.01,v
cancel.01,v
reemploy.01,v
softboil.01,v
rarefy.01,v
rare.02,j
rare.03,j
deform.01,v
accrete.01,v
immunostain.01,v
perpetuate.01,v
warehouse.01,v
lope.01,v
entwine.01,v
inhabit.01,v
essay.01,v
tend.01,v
tend.02,v
cajole.01,v
flop.01,v
transport.01,v
abstain.01,v
splice.01,v
splice.02,v
submit.01,v
submit.02,v
eternalize.01,v
google.01,v
anticipate.01,v
anticipate.02,v
dumbfound.01,v
shack_up.01,v
pound.02,v
pound.03,v
pound.04,v
pound.05,v
pound_out.01,v
snoop.01,v
survey.01,v
survey.02,v
serious.01,j
serious.02,j
blood.01,v
lash.01,v
lash_out.02,v
beard.01,v
beard.02,v
decoct.01,v
strangle.01,v
withstand.01,v
flake.01,v
flake.02,v
flake_out.03,v
rear.01,v
rear.02,v
costume.01,v
scotch.01,v
fossilize.01,v
discuss.01,v
trumpet.01,v
dub.01,v
badmouth.01,v
skip.01,v
skip.02,v
skip_off.03,v
stroll.01,v
profile.01,v
sequin.01,v
drydock.01,v
bawl.01,v
bawl.02,v
obviate.01,v
blubber.01,v
geminate.01,v
sentence.01,v
snigger.01,v
dog.01,v
preset.01,v
torch.01,v
redirect.01,v
regret.01,v
right.01,v
right.02,j
right.03,j
right.04,n
right.05,n
right.06,j
right.08,j
righteous.07,j
flow.01,v
rearm.01,v
wag.01,v
arouse.01,v
rate.01,v
trounce.01,v
approve.01,v
part.01,v
motorcycle.01,v
codify.01,v
bond.01,v
bond.02,v
peeve.01,v
enrapture.01,v
water.01,v
water_down.02,v
watery.03,j
ruminate.01,v
twist.01,v
twisted.02,j
politicize.01,v
adjoin.01,v
countervail.01,v
due.01,j
due.03,j
chirrup.01,v
pup.01,v
beetle.01,v
beetle.02,v
broadcast.01,v
predicate.01,v
anticoagulate.101,v
biotinylate.01,v
drown.01,v
drown.02,v
drown_out.03,v
germanize.01,v
delocalize.01,v
exonerate.01,v
kennel.01,v
blanch.01,v
blanch.02,v
rebuild.01,v
doom.01,v
culpable.01,j
revalue.01,v
retort.01,v
plumb.01,v
plumb.02,v
plumb.03,v
plumb.04,v
repel.01,v
renege.01,v
deforest.01,v
precipitate.01,v
precipitate.02,v
scratch.02,v
scratch.04,v
scratch_out.01,v
scratch_out.03,v
hardboil.01,v
pamper.01,v
scutter.01,v
unseat.01,v
cabbage.01,v
trust.01,v
trust.02,v
lobby.01,v
scram.01,v
bless.01,v
grill.01,v
grill.02,v
shadow.01,v
shadow.02,v
recall.01,v
recall.02,v
overstep.01,v
fowl.01,v
petition.01,v
rework.01,v
bedew.01,v
wiggle.01,v
wiggle.02,v
caulk.01,v
calk.02,v
calk.03,v
shimmer.01,v
shimmer.02,v
generalize.01,v
general.02,j
tinge.01,v
cause.01,v
zipcode.01,v
incline.01,v
inclined.02,j
likely.01,j
lapse.01,v
distance.01,v
distant.02,j
coalesce.01,v
sponge.01,v
sponge.02,v
fence_off.01,v
fence.02,v
yodel.01,v
jot.01,v
jot_down.02,v
rap.01,v
rap.02,v
appreciate.01,v
appreciate.02,v
appreciate.03,v
